,text,stars
5329073,"I had wanted to try Long Wong's for quite some time. Tonight was the night! We pulled in and it was busy which was expected for a Friday night. We walked in and I was overhwlemed by all of the menu items choices. 

We settled on two dozen wings (garlic parm, and some  type of spicy bbq) a mushroom burger, and a western bacon cheeseburger. The burgers were $5 each, which also included French fries. I believe our total was about $26 for all items. 

We decided to dine in and quickly grabbed a table because they were almost full. There is tons of interesting decore that reminded me that I was in a antique shop. We sat near the bathroom that is right by the front ordering counter. There is package station for leftovers which was helpful because they were busy with customers the whole time we were there. There is also hot sauce and ketchup bottles at the station, a few arcade games and a flat screen tv in the back, and a few trivia card games on a few of the tables.

The food came out to our table quickly. The wings were plump and flavorful. Finally, we found some wings that didn't skimp on the meat. The wings came with sides of ranch and carrot sticks. The burgers were awesome. The French fries were soooo tasty. I love this place and will be returning in the future. 

Recap
*Great food
*reasonable prices
*polite employees
*busy but worth it
*writing this review is making me hungry",5
1057774,Great experience at this UPS Store. I was visiting my folks in Vegas and had a couple of large items I needed shipped back to NC. I told them I wanted to do it as inexpensively as possible and they made it happen. Got my items today and they were beautifully packed and here on time. Thanks so much! Will recommend!,5
5511641,"I was at the club the other morning, grooming myself after my workout (you know, much like lions and monkeys...picking off the tic's and lice, smoothing my fur using saliva, etc.:-) and I thought to myself, ""I need a haircut:-)

BTW, if I can just digress for a moment...I see things at the club that no person should ever be subjected to...this particular morning was no different...an 85 year old, Grandpa Jones look alike, standing naked at one of the sinks, one leg up on the counter and shaving ""himself"" in places that I had trouble believing that anyone other him would care about...you just can't ""un-see"" that kind of thing:(

If that describes you...please, for the love of god...go into a shower stall or something...I was blinded from seeing this and I spent the next twenty minutes stumbling along, asking for someone to just put me out of my misery, before I managed to grope my way into a shower and boil myself:)

Anyway...I still needed a haircut...(or, I needed to reform my band from 1970...we played a very ragged version of ""House of the Rising Sun""...and that's about all we played:)

These days, my choice for sartorial reconstruction is V's Barber Shop...I used to go to Great Clips, but V's  has won me back and won me back for good:)

This location is everything I want in a great barber shop...a manly experience that simply cannot be duplicated at a ""salon"":)

Nowhere near enough testosterone in any salon...even the unisex Super Clips and Great Cut's:)

That's not the case at V's...it's all testosterone, all the time:)

The barbers are all barbers...they may be stylists too, but first and foremost, they are barbers...they know how to cut hair for men and they know how to chat with guys like the great barbers I used to frequent in San Francisco and Portland.

Lots of sports to talk about (and flat panel TV's with ESPN on at every station), plenty of magazines to read while I'm waiting for my call to action (and not a Cosmo or Vogue in sight:) and tons of wood paneling and manly smells (I mean witch hazel, talcum powder, etc....not ""pull my finger"" manly smells:)

And, most importantly, they cut my hair correctly...all of the barbers and any of the barbers at V's do a good job...they cut my hair right...as right as my poor misshapen head will allow:)

That's important to me, because (as I might have mentioned before), I'm not a ""classically handsome"" man...I'm a little bit ""quirky looking""...and a decent haircut helps:)

I'm pretty sure that a good haircut is the only thing that keeps the Beautiful Carin from second guessing herself and the (possibly drunken) decision making that led her to select me as her husband (no one ever believes that she proposed to me...I can't believe it myself...but that was a great haircut that I was sporting that day! :-)

So I'm back at V's and I'm happy to swing by and get my ""ears lowered"" (a colloquialism that I suppose is lost in the mists of time) and talk football and golf and chicks and other guy stuff with my buddies at V's:)

And if you need one, there are even post or pre-haircut cocktails available next door at the Arcadia Tavern...and believe me, sometimes quite a bit of alcohol is required to forget the horrors I've seen in the locker room at the Village:)

""Involuntary Shudder""...",5
2565901,"New place in Tilovi and stopped but for a glass of wine during their soft opening.  This wine bar will be my new go to place for happy hour.  They have a great staff and excited to see what happens with the space!   I love their concept of a wine bar and flower shop combined. 

This is a must see place for anyone that loves flowers and wine.",5
1341266,"Always great when one finds a long time local favorite and it's actually still good after several decades. This is one of those places!

History says it started as a hole in the wall and now it's a modern, simple restaurant with great pizza, sandwiches and BBQ, and still family owned. 

I tried the Pork Fry Nachos which was BBQ pork with fries and nacho cheese in a bowl. A little messy, but delicious.",5
158754,"Oh my gosh, where do I start. The service is amazing and I have never waited a very long time to be seated, even when they are busy. Coffee is great and they always refill in a timely manner. Waitresses are all nice and upbeat. I always, always, always get the breakfast tacos. I am addicted to them. They are so yummy and have a ton of stuff on them! Love this place!",5
1784175,Please don't use this company. They steal 500 US dollar. I have to warn you before you choose this company so you don't have dissappoint trip like my experience with Papillon. They refuse to rebook or refunds and make it sounds like my own fault.,1
3435807,"I used Empire to install tile in my small townhouse in October 2016.. the tech, was supposed to finish the job in 3-4 days.. it took him about 10 days to finish. And when he finally did, the quality was horrible. Huge gaps and cracks in grout. When I told a supervisor about my complaints, they sent the SAME tech out to fix it.. and, surprise, surprise, he did a terrible job ""repairing"" his initial errors. Finally in December the company sent a new tech to fix my still-flawed floors. The new tech ended up having to retile the master bathroom from scratch because it wasn't laid and set properly. I was very disappointed with Empire and will not be using them in the future. I also would not recommend this company to anyone looking to purchase new floors.",1
1410642,"This place has a great patio and is well located near a large park, so very pleasant to sit there. The service was friendly but slow and unresponsive.

HOWEVER, the food is utterly and absolutely disgusting! Went there with my whole family for a Saturday brunch. Ordered smoked salmon eggs benedict, waffles, veggie burger, and a bunch of other stuff. It was barely edible. Eggs served on some sickeningly off colour and mushy potato roti type thing with overaged spinach. Veggie burger burns your mouth, way over-spiced. Waffles soggy on the bottom (from sucking some kind of liquid) and dried out on top. etc. etc.

Bottom line: if you go there, stick to drinks ... although they also managed to serve lemonade without ice (so lukewarm). They just don't bother putting any kind of effort with the food, probably because they know they will get customers regardless because of the patio and location alone. It would be a perfect candidate for one of those restaurant makeover shows where the TV personality yells at the chefs and owners for being lazy or incompetent.",1
300724,"I traveled from Seattle and picked this place from Yelp. It was GREAT!!! I had pulled pork and hot links with mac cheese. They have many kind of bbq sauces you can try. Staff was friendly and helpful. 

You order from the counter and seek for a seat. They will call your name then enjoy it!

I'd recommend this place to anyone",5
2552739,Ly is my favorite! Her pedicures are the best! I'd follow her anywhere. Ask for Ly and tip well! She does great work and is so nice.,5
2539225,"Neighborhood bar that also has a pizza place attached, it seemed. We sat at the bar for happy hour and was unimpressed. The manager had on gloves because she was cutting fruit but preformed many tasks with out removing them (cash register, turned on tv poured drinks) and then returned to continue cutting. So strange to watch. We had a few appetizers and a drink. Don't even know what we ate. Sad because there is so little to offer in Southern Highlands.",2
5788267,Great new spot right in the Old Town - Fashion Square Scottsdale area. It is a burger Chop House with a very unique concept. Came for the soft opening which was fantastic. Definitely will be on the hit list of normal spots. Friendly outgoing beautiful courteous staff that is here to help and explain everything. Has a cool eclectic modern but relaxed vibe.,5
462888,"I ordered a pizza on the 25th of January to my address  in Twinsburg Ohio, I wanted another pizza today  and suddenly we can't get it delivered to our address because of a ""safety"" concern when it is actually a ""race"" concern. Their words: ""My drivers work minimum wage plus tips and doesn't want to risk their safety.""This is a predominantly black area and apparently we're vicious animals that prey on pizza drivers. Seeing as the Twinsburg Sheriff's department patrols this area and practically LIVES in this area. They took the money off my card and now I have to wait 24-hours to get the money back on my card. The only money I had left to feed my family. I will never do business with this pizza place ever again. I will make it known that the owner of this establishment is racist.",1
1371683,"I have been to The Twins Dueling Piano Show where it was a more mellow older crowd just enjoying music and some drinks. This last time I experienced the Tuesday Rusty's All-Star Karaoke in the first hour, the crowd was middle aged locals with amazing voices! Very entertaining with great talent, many song selections, the host of it had funny props like inflated gutiar, feather boa, signs that had ""yell""/""clap""/""cheer"", and there were 3 screens to choose to sing from. The waitress had an attitude but I wasn't there for her so it didn't matter, drinks are a little pricey but still nice fun.",4
3766928,"One of the best dim sum restaurants I have been to.  I have searched high and low and eaten at most of the restaurants in Markham and Richmond hill and have decided there is no need to search further- this is the GO TO dim sum place.  Lots of choice.  Fresh and inventive.  Their ""small special dishes"" are great too. Compared to restaurants even in Vancouver, Richmond BC this is still my favourite.  Best baked bbq pork buns! Best egg tarts!  Best sesame ball.",5
1696595,"L'agence est très difficile d'accès, il faut prendre un bus depuis l'aéroport qui vous déposera à un autre local où il faudra attendre qu'un employé de l'agence vienne vous chercher. De là il y a encore 10 en voiture.
Les prix sont certes attractifs mais la prochaine fois je réserverais ma voiture directement à l'aéroport pour gagner du temps.

// The agency is very difficult to get to, you have to take a bus from the airport then wait at an other location for someone from the agency to pick you up. From there you have another 10 minutes ride.
Prices are cheap for sure but in the end you'd better book you car at the airport in order to save a lot of time.",2
2271259,"Second time to this place and I gotta say it rocks!... Literally. Their always cranking great music :-). I stumbled on the place and what a find! Not only is their selection of dogs delicious, but their staff is so cool and very friendly.

There is something for everyone here,  including veggie dogs. They also do burgers too. I suggest picking something from their list... You wont go wrong. If you catch them 3-6 they have 2 for craft beers. I find myself attracted to this place everytime I'm in the area.",5
3694612,"This place is awesome. I contacted them via Facebook with a tattoo idea I had. JDog brought my idea to life. Amazing work, my husband was even impressed and he is hard to impress. The shop is super clean and the artists explain where the tools come from and how the reusable part are cleaned. The guys working tonight were very cool and laid back as well as very professional and friendly. Thank you so much for your time and hospitality. Definitely would recommend and return.",5
4501882,"I'm not a huge meat-eater, so I'm going to focus on the veggies for this review....and, comparing them to Mac's down the way since that is my favorite BBQ joint.

Amazing fresh, seasoned crinkle-cut fries. I mean, they're crinkle-cut fries, but try them. Seriously. I've never had Mac's fries, but I doubt they get much better than this.

Lightly battered yet crispy and flavorful fried pickles (edged out Mac's for my number 1 fried pickle, which was not an easy decision!)

Fried corn-good, but with the French fries and fried pickles, I probably would have enjoyed this corn freshly steamed/grilled better. Add salt-it makes it yummier. 

Macaroni and cheese. Not bad, uses more of a cheese sauce than melty/crusty/baked cheese. I prefer the latter, and depending on the day (i.e. Mac's isn't skimping on the cheese), Mac's has them beat.

The collard greens were sweet and yummy, but I felt like the serving was a little small. Mac's has a little more spice and tang to the sweetness, adding depth of flavor, but I did enjoy them and would order them again.

The baked beans were just okay to me. They had a little extra BBQ or smoked flavor, but they didn't stand out to me. I happen to love Mac's baked beans so the bar was very high, but I'd probably give them a 5/10, whereas Mac's gets a 10 out of 10 for me.

My son got the beef brisket the first time we went, but it was pretty fatty and from my perspective Mac's has amazing brisket. I got turkey the last time I went and it was okay, a little dry. The BBQ sauce was good though, which made up for it, almost.

Overall Sauceman's will be added to our list of BBQ choices, but probably only when I'm craving their fries and pickles.",4
5454123,"I have never written a negative review but unfortunately I think this place needs to get it together. It is in a location that never seems to be successful. I drug my husband over excited to try it and hoping to see an improvement. No such luck. No vegetarian entree, not really kid friendsly, small portions, pricey. Not what we were looking for in an evening. Love to support new restaurants but wont be back. Hope they figure it out and make it work.",3
2744470,"The beef was overcooked, dry, and mostly tasteless. That said, it was still ""tender"" as it was cut thin/against the grain (it is possible for meat to be both tender/dry/overcooked). I used a groupon to eat there so I wasn't too disappointed, however if I had paid full price I would have been pretty pissed. For what they charge (close to 10 bucks for a sandwich/fries/drink) it needs to be a heck of a lot better than what they serve.",1
4024473,"Hubby and I love going out for breakfast and since this was new to our neighborhood we decided to give it a try. The place has nice decor and the waiter was decent. What we didn't like is where the owners cut corners.  The home fry potatoes were obviously previously frozen from a bag because they were perfectly cubed, tasted bad and had a spoon full of peppers and onions randomly placed on top. I ordered a fruit side with my meal and again, was previously frozen. I understand cost and time  savings measures but this took away the quality of the meal and sorry to say, we won't be back.",2
3384433,"My wife and I come here once a month when the budget permits us.  Having grown up in a BBQ Restaurant in Alabama I must say this is the best BBQ West of the Mississippi!  I personally enjoy the 1/3 rack of ribs with Brisket and 2 sides. I have never been a fan of potato salad, that being said Bryan's has the most amazing potato salad I have ever had!!  The BBQ beans are also very good and a little spicy.  The best side choice for me is the Slaw!!  Ribs are always smoked to perfection here.  When we place our order we make sure to place a TOGO as well (usually always chopped brisket, 1lb.)  The prices for food are well worth it! The drive is definitely worth it! Knowing that I'll be back for more... Worth it every time!!",5
1518621,Beautiful store. Very clean and respectful staff. I highly recommend buyers to know what they are buying before they enter the store.,4
1218117,"Update to Aimee D review.  I have taken the car in and talked to the office manager about the lack of satisfaction and the attitude of ""it's not our problem"". He is going to make things right. Windshield is to be replaced on Wednesday free of charge. Once this is done I will give a good Yelp review and thank him for his help and understanding of the situation. -Aimee D's husband",2
2433487,"OMG was this place bad! I didn't mind the 2 drink min, which is less than the cover at some clubs, but A LOT the girls have been doing this so long that 2 mentioned they've done it for 30+ years!

Never have we been ripped off by a dancer before... My new wife wanted a $20 couch lap dance, but when the dancer took her to the ""VIA room"" and even though my wife told her she didn't have money for the VIP room, the dancer said, ""don't worry, I'll take care of you"".  How did she take care of my wife??? 3 dances later ""$120, thank you""...

Do yourself a favor and go to The Hustler (best club in town) or Sapphire, you'll be glad you did.",1
1865595,"We had a large team event at this restaurant because our convention was at the MGM and this was the closest place that would accommodate our large party. The service was ok/good, the food was good but with LV re$ort pricing. 

I've been to other Il Fornaios in California, this one is great, but if you're here for several days, this is one of those ""once during your trip"" kind of place. They did not have gluten free pasta, so I got the salmon dish which was very good. 

The ambiance was great for what we needed for our special event, but there is a food court lane in NYNY with things like pizza, hot dogs, Mexican, and Asian cuisine that was also nice to visit.",4
4407406,"I waited for 20 minutes for two smoothies and how is it that others that were 2 behind me got theirs before I did?  Thank goodness my girlfriend wasn't there!  I'm never one to complain but this is like the 3rd time I've had to wait for my order!   The kid back behind the counter must have been new because he stared at the blender for 2 minutes, made the smoothie, smelled it and stared at it and put it back on the blender.  Customer service has always been great at every TS location I've been to, so I think I'll drive a little out of my way.   Sorry guys!",2
4031699,This place is awesome! My favorite lesbian bar in town!,5
4718018,"Super! Le propriétaire est super sympa, et la terrasse dehors est vraiment agréable, hamac inclus! Je retourne sans hésiter!",5
4365132,It not a flashy restaurant. Little run down looking but it has always been consistently good food and service.  One of my favorite places to go.,4
5203943,"I am a first time car buyer! So I was a bit stressed out about the whole car buying process. Eliot and Evan at this enterprise car sales location made everything so easy. I think it took me longer to pick the car than the whole process. They took my trade in and gave me a great price for it. Evan handled all of the financing and got me a great payment and interest rate. Overall, a wonderful experience!",5
3977291,"We tried to contact Redfin about selling our home for us,  Very slow at returning our call and once we did have an appointment with one of their agents, she ended telling us she had to reschedule even though the appointment was a week out...  We ended up going with another real estate company...  It's unfortunate as everything on their website led us to believe it would be a great experience.  Very disappointed...",1
2986484,"I love this place. The dosas are really good and portions are big. The place is very clean and service is the best I've had at an Indian restaurant. The waiters treat you like your at their home. Whenever I'm in town, I go here.",5
2695088,"Ordered a super burrito because I wanted a burrito as big as my head. It was huge. Took me 2 lunch and dinner to eat, and had a nap after the first crack at it due to food coma. Food quality not the best. Have had better Mexican (especially in champaign). Will only go once in a very long time.",3
4197812,"I did Outback take out at this location and was very disappointed.
The bake potatoes were like they were cooked the day before. We had ribs and steak. The steak tasted ok, but was very tuff. The Ribs had very little flavor. I guess it's been a while sense I have been to Outback, but when did you have to start paying extra for a salad with your steak?The only good thing about the the experience was the person that brought out the food. He was very courteous and even asked if I would like anything while I waited. I feel like I just threw away $60.",2
6632,"I had my very first ever Juvederm treatment last month from the students and outside of a small amount of bruising, I am really pleased with the results.  The facility is beautiful, the assistance at the front desk was excellent and outside of being nervous about the procedure, the whole experience was definitely worth it.   I'm going back again today for botox.   Can't beat the price.",4
3142774,"Went here for a to go order. It took 35 minutes wait time. Beef brisket had way too much fat. Cole slaw, baked beans, and sweet potato casserole were very sweet for my taste. Pulled pork was a little sweet but good.  The green beans were good.  I ordered 2 dinners which totaled $41.  This is way out of line compared to other BBQ places in town.",2
255584,"We were walking through Chinatown Toronto Friday evening and randomly picked a place for dinner. The restaurant is underground but there was a big menu at ground level for us to take a look at before we entered the restaurant. The restaurant was very clean, not your typical hole-in-the-wall Asian restaurant. 

Our party of 4 ordered the typical bulgogi, seafood pancake, kim chi tofu soup, spicy squid on a sizzling plate, and the stone pot rice bibimbap.

The portions are pretty huge. Everything tasted great and the price was reasonable. This place is worth a try!",4
44256,"I will never go back to this salon again.

The salon is not clean.  I'm not sure the last time the desks and chairs have been cleaned.  

I was asked by the nail technician if I was pregnant.  I am 2 weeks post pregnancy and last I checked it's not socially acceptable to ask if someone's pregnant especially when it's not obvious.  Then she proceeded to tell me that I can buy a wrap for my stomach. 

The last and final straw was when she cut my nails super short and actually cut the skin on one of my fingers.  She was very rough and seemed like she was in a rush.  

I would have given this a salon no stars but I don't have that option.",1
5473068,Wow.. I am blown away by my meal here last night. The lamb noodle soup has me craving more. I am going for seconds tonight.,5
2003014,Very friendly host/owner and the food was delicious. Very innovative way of serving food. I had the shrimp and salmon with rice. The whole thing comes in a soda cup with your choice of soda and a bowl with the food and forms the lid for for the soda cup. It was fun and delicious . Definitely a place I would recommend and visit again.,5
5131864,"We had just got out of Cirque du Soleil
Looking for a place for dinner at almost 9pm. First we thought Japanese, but I'm sorry to say that after being seated for ten minutes and not being offered a drink we got up and left, then we say Osteria Costa. Although we love Italian food, we normally don't eat it out, preferring to try food we don't cook so much at home. 
What a delight Osteria Costa is! Firstly, all the staff were extremely attentive and friendly - we didn't wait more than 30 seconds before we had water and menus. Jen, our lovely waitress brought us some delicious (although a little expensive ) wine selections & explained the menu to us.
We decided to share appetizer, salad, entree & dessert 'family style'. Everything was delicious, from the creamy burrata, the crusty bread, garlicky pesto, shaved Parmesan on the arugula salad to the perfectly prepared Branzino. And not a bone in sight on the whole fish dish. We topped it off with the 'famous' olive oil cake - which was so good, not too sweet an end to a fantastically fine meal - Italian done right (not a red sauce in sight) - I'm making that olive oil cake this weekend!! Thank you",5
4266667,"Bon je pense que l'endroit a ouvert il y a peu de temps mémé si la décoration laisse le doute. En effet quand on passe devant on est tout de suite attiré par le coté cosy de l'endroit avec plein de petite lumières mais quand on regarde de plus prêt on dirait que tout vient de récupération. Ce n'est pas négatif du tout car je trouve que cela apporte du charme à l' endroit. Ca fait vieil entrepôt industriel. J'ai adoré l'éclairage fait a base de récupération de façade de théâtre ou cinéma... si je peux je piquerai l'idée pour chez moi.
En plus de cela le bar est en cercle et se trouve presque au milieu ce qui est très pratique.
Pour ce qui est des boissons le choix est "" limité "" en terme de cocktails mais à mon avis il est possible de faire une demande spéciale car ils ont vraiment de tout. Pour ce qui est des bières le choix est par contre un peu juste mais bon ce n'est pas non plus une microbrasserie...
Au final je pense que c'est un endroit sympa pour ce poser entre amis et discuter car la musique ne vous explose pas les oreilles et que l'ambiance cosy est la pour ca. Surement pas mal pour une date aussi.",4
4211030,"Overall, Triple George Grill is a quaint restaurant with outstanding service. The menu isn't extensive, but the prices are moderate. Portions were sized just right, but I found the food to be a little bland. Nothing was wrong with it, but it wasn't remarkable. I ordered the Herb Roasted Chicken, and while it was huge, it wasn't memorable. 

Where the food was slightly bland, the service was far from it. I honestly felt like I was dining at a 5-Star, 5-Diamond restaurant. The server and waiter were both very knowledgeable about the menu, were friendly while talking to us, and catered to our every need. Our table's glasses were never empty, and whatever we asked for was given to us immediately. 

While there wasn't anything on the menu to make me come back, I had an enjoyable experience at Triple George Grill.",3
815769,I just had two pizzas from this place. My family and I were very impressed. The sauce was homemade with hand crushed tomatoes(WOW). The owner was very friendly and chatted with me while waiting for my pizza to cook. I am looking forward to.my next visit. Steve N.,5
1649149,"My cousin bought me here and I love this place.  I had wanted to try a new pancake so I picked the Coconut Pancakes with the Tropical Syrup.  The waitress gave me maple syrup just in case I did not like the Tropical Syrup.  But that Tropical Syrup was so OMG tasty on my pancakes.  The host, waitress and cook was very attentive and friendly.",5
4183117,"I think the owners hire relatives to run the places.  The last time I went I ordered a salt bagel with cream cheese toasted.  I got a plain bagel with scallion cream cheese untoasted.  It took 20 minutes (I timed it because I had to be somewhere).  The cashier counted my $5 in ones 6 times and had to use a calculator to make change.  From the looks of it the place is just horribly disorganized.  They check people out in order.  That means if you're behind a family with a complicated order you wait until that is cooked and rung up.  If you get a long line of orders.....well there's my 20 minutes.

The food is fine (when you have it.  Serve me a day old bagel again and I'll cunt punch you), but you've got to step up the service guys.",2
5791215,Very nice hotel with great service to match. I was always given a hello and help with a smile. The decorum is classier than most area spots.,5
836276,"My girlfriend took me here for my first official Cuban meal.  I've had similar Latin cuisine, but this was my first truly Cuban restaurant.  We started with the espresso. Don't let the tiny cup and baby spoon fool you, this coffee packs a big punch.  Very strong yet smooth and not bitter.  We decided in tapas and forgive me for not remembering the names of the dishes, but my descriptions should suffice.  First was chorizo with garlic and onions coverered in melted  cheese and seven with sliced buttered bread.  Immediately I fantasized about taking down this dish after a night of binge drinking.  The bread sopped up all the grease and oily goodness.  Second we had fried plantain cups filled with shrimp and topped with more cheese.  This dish which contains three of my favorite foods all in one is hands down my new favorite.  

Other than the great food, atmosphere was nice, and the small staff was friendly and personable.  Will come back again.",4
2169538,"I had the strawberry shortcake mutant milkshake. I took two sips and felt such a horrible decadence that I had to stop. 

This was disappointing because i) the soft serve ice cream was low quality ii) the strawberry syrup was too sweet iii) cake was also of cheap quality. You could blend a McD's strawberry sundae with cake and get a more passable dessert, not to mention save $10. 

The decor was nice. Service took 30 min on a Wed night. I won't be coming back.",1
2255086,"Stopped by Egg Works before heading back to LA after reading about it in a little magazine that was in the taxi. We decided to make the trek out because of the free breakfast entree coupon. The yelp reviews looked great, so we decided to head to Egg Works instead of a typical Sunday brunch on the strip. Whenever we woke up that Sunday morning, we packed and stumbled to the car to get some breakfast. After about a 20 minute drive from the strip, we finally arrived at Egg works. 

The place is relatively big, so the wait for 3 wasn't about 15 minutes. After being seated, we were promptly served drinks and then was left to look over the extensive menu. I decided on a side order of the corned beef hash and the Green Chili omelet. The omelet was extremely large. It probably had 3 whole Ortega chilies, a ton of cheese, and another ton of cheese on top. The omelet was good, but nothing special. Along with the omelet came a side of home potatoes that seemed like it was tossed with a whole bottle of Lawry's season salt. If you like that stuff, then you'll love these potatoes. If not, I'd see if they can cut the season salt next time. The corned beef and hash was interesting. It was more like corned beef and mashed potato pancake that was crisped on the flat top. 

Overall, if you have time to venture beyond the strip, check Egg Works out. You won't be hungry after the meal.",4
466549,"Great staff & Dr. Giles is super friendly and extremely knowledgeable. 
They also do a great job getting you in and out of there while not making you feel rushed.",4
985711,"Bernard the service attendant was extremely kind and helpful! Wow, talk about great customer service, he went above and beyond to assist me during my wait for car servicing. My service guy offered coffee and donuts during my 2 1/2 hour wait and when I told the cashier that there was no coffee, all I got was an ""okay"". Bernard came to me and offered to make me a new pot. It's the little things that count and are remembered, especially when customers are not thrilled to wait around, people like him make it a better process. Thank you Bernard.11/30/16 10:30AM",5
1186287,"Very good. It was extremely busy, so I thought that the service would be slow, but it wasn't. Good food-creeps are a bit thicker and heartier than I've had, but both the savory and the sweet ones were crammed full. Good decor-the place has regulars, which is a tribute to the good service and food. My only wish is that they get a ""seat yourself"" or a ""please wait to be seated sign"" and a ""take out"" sign for first timers.",5
1234282,"This is my absolute favorite all you can eat sushi in Las Vegas! The fish was incredibly fresh, the sushi chefs were kind and kept the items flowing and the buy one get one free sake is a deal!",5
4918225,"Even after dinner I was still hungry so I wanted to snack and drink bubble tea. I remembered langham square had a cafe named lohas which met all my criteria. I went with my boyfriend and a friend, they were pretty much stuffed so my boyfriend ordered a hot chocolate, while I ordered a hot milk tea with tapioca, condensed milk brick toast, and popcorn chicken. It's a small little place but it felt super cozy and welcoming. I think it's been awhile since I experienced this amazing customer service I was receiving. The staff were super attentive and polite. It felt just like the old Lohas which use to be at FMP. I was a little disappointed that they took the cheesecake off the menu. I found that the drinks and popcorn chicken were only decent. The brick toast was really good. I'll definitely come back to try all they're other amazing menu items. Definitely coming back!",4
5773110,"This is probably the worst Pizza Hut I have been to. I waited an hour before I called this location back to see where my delivery order was. Not only did they enter my address wrong, they called me a liar when I said I never received a call from their delivery driver.  The person I spoke with on the phone hung up on me when I asked to speak with their manager.  I went to the store to speak with their manager and she blew me off.  All in all I would not recommend this location.",1
4544416,This is probably the best tea place in Las Vegas because the lychee green is so tasty and good to drink and has the best customer service in Las Vegas and people should come here to taste the all type of drink they can offer to the Las Vegas resistant and tourist.,5
2030098,"Awesome KBBQ joint, friendly staff, good food, good drink options. KBBQ has corn/cheese and egg on the side of the grills and can be refilled. Pancakes here are mediocre I'd stay away.

Try the egg rolls too, can't go wrong with those.",5
1629643,"Back in the day, this used to be The Library. I never thought I'd say this anywhere near a college campus again, but I wish I was back at The Library, because this place sucks.

I was out milling about on Mill Ave, and while we were trying to find our next stop, we walked by the open door and empty bar. The guy at the door was enticing us with $4 Long Islands and $2 shots. I can see why....no one wants to come in here. It's lame.

You see, back when it was The Library, this place had attractive bartenders dressed as....librarians (skirts and all). A magical place, where you could have a great time. Then it started getting played out, and eventually closed.

Now, it's Blondies....it's just a run of the mill (get it?) bar with average drinks, a great location, no TV's, turrible music and a pathetic crowd. There's no theme, it's disgusting, and the ghetto crowd in the back playing Beer Pong was lame.

They didn't even have red/blue party cups. They were using cheap plastic tumblers for Beer Pong. Isn't that illegal?

I've been complaining for a while, so you are probably thinking, ""Dave, why didn't you just leave?"" The night was winding down, we were kind of tired, and we just wanted to chill. Afterall, there were plenty of places to sit, since hardly anyone was in here. 

And yes, I know it's summer and school is out. That didn't stop other places from having a crowd. Just sayin. Just sayin....

I'm most likely not coming back. Unless it's on a bar crawl, and we need a place to have another drink.",1
5920138,"My FAVORITE frozen yogurt hub is Menchie's!!! 

Although the flavors change regularly, I can usually find at least two flavors to mix & match. I'm a choco-holic -- so, my fav combo is a chocolate/coffee/vanilla mix with spanish peanuts, coconut & topped with hot fudge!! Sounds almost like a tin roof sundae? YEP! 

However, on a couple of visits, they did not have the coffee (or cappucino) flavor yogurt. Bummed ... But, I found Cake Batter flavor or cheesecake flavor is a decent substitute if need be.  Samples are always available in little cups, which is a good way to figure out the perfect concoction. One of these visits, I'm going to have to try the fruit flavor frozen yogurts -- in particular, lemon & raspberry together. ... But, it just seems every time I go in there, I crave the chocolate & hot fudge experience!! Prices are based on the weight of yogurt & toppings in an ample cup. So, it can get expensive -- and you never know how much it will be until it's weighed at checkout.  Be sure to pick up a Menchie's Passport -- sign up online and use your passport card with every purchase to accumulate points to get a $5 credit with every 50 points. 

On my last visit to Menchie's, the store was selling ""Paws"" in support of the Cleveland APL (for which I volunteer) -- I bought a few ""paws"" that were immediately posted on their wall. The clerk was a slightly older woman (40s-50s) and she was a dynamo! She was happy, friendly, knowedgeable on flavors, specials, and the APL charity. She was a very good face for this Menchie's store in Westlake (Crocker Park). 

*FYI: Menchie's is a national franchise chain of frozen yogurt stores. There are approx. 11 chains around Cleveland & east/west suburbs -- as well as where I used to live in Santa Clarita, California.",4
245938,We've been here a few times and it never disappoints... No nasty surprises you get what you paid for. Pricing is the same on weekends and weekdays. Typical selection of menu items. If you want something safe and usual this is the place to go.,4
267607,"Really not sure what all the hype is about. This place serves overpriced, flavorless, uninspired pizza in a pretentious environment. I had high hopes after reading the reviews but...ughh!!
The crust is a disaster!!
Over 6 days in Montreal, this was by far the worst meal I had.
There are better choices throughout the neighborhood..",2
2132890,"Ate here this weekend and it was so delicious. I will definitely be going back. I ordered the Volcano and it came with three pancakes, two eggs, two sausage and two bacon. The food was not greasy like other places in the area that have good reviews, but no so good food. The prices were great for all of the food we got. Definitely will be back sometime!",5
5061937,"Whaaat?  No love for Ange Ricky?  I'll have to fix this.

My boyfriend and I were a little unsure about the goat tassot, so Ange let us try it before ordering.  It was VERY slightly spicy.  Oh, and delicious.  It sounds a little funky, but it doesn't taste too outlandish.  The chicken was good too, but I was too sold on the goat.

I also got her vanilla lemonade.  I ordered it as a slush, which was way too good.  The only problem is that it had very large chunks of ice in it, which made drinking it awkward.  I'd suggest not getting the slush; just keep it simple and get it as a liquid.

I didn't like the plantains, though I'm a hard sell on that, since I don't like bananas much.  They were too hard and dry for my tastes.

Ange was also extremely sweet and welcoming.  Her personality alone could make this an enjoyable experience.  And just the goat and the lemonade would bring me back here in a heartbeat.  That is, if I didn't live in California.",4
