,text,stars
2598,"Great place for lunch,  if you are looking for a quiet place to lunch this is a good place.
Oliver is terrific make you feel very welcome.",5
2599,"Worst customer service. Came in to get a ""gender reveal"" piñata and spoke to someone on the phone who said we could drop off the results and they would prepare everything for us. We got there after our appointment with our results and the employees said they couldn't do it. It would have to be a balloon and not a piñata.. what is the difference? It would have been even less work to just throw the stuff that we purchased into the piñata but whatever. We ended up asking a stranger in the store who was kind enough to set it up for us and the employees were annoyed that we even did that but oh well. I think they were just being lazy and didn't feel like providing good customer service.",1
2600,This place was amazing! My first time here and I was blown away!! Would definitely recommend,5
2601,"I enjoy their sushi, one of the best place to go ACE. just like Sushimon but better. I tried other sushi's in las vegas but I'm always drawn back to Goyemon and Sushimon...this is good and reasonable place...more fish less rice...",5
2603,"If you are a fan of hot food, this is the place you should go! 

We had Thai hot- drunken noodles, it was really good and to take hotnesss to next level they provided us with their freshly made chilly paste, which was like cherry on the top :) 

I highly recommend it!!!",5
2604,"Doc's artisan ice cream is so good! My whole family loves this place! It comes with a lot of ice cream.  I hope you will like this place to.  Doc is very nice and you can talk to him easily. My favorite flavors are Chai and Anti Chili. There is plenty of parking. 

This review was done by my 8 year old daughter.",5
2605,3 years later.... Still the slowest Starbucks and car in front if me... Their order was clearly wrong bc they kept pausing and talking then pulled in to go inside LOL it's not rocket science people!!! I've been waiting 12 mins for a grande iced latte. Thank goodness for air conditioning,1
2606,"I have a 2003 Hyundai Elantra - granted it's a beater. Took it in to the garage to get it inspected and they wanted more than $2K for it to pass. No way. I was ready to sell it.

Then I found out about Garage2u. Garage2u is a mobile mechanic. They come to your house  (or wherever your car is) and fix it right there. They have all the tools that they need. In my case he worked on my car in the driveway. It couldn't have been easier. And it couldn't have been more cost effective. Way less than half of what the garage wanted. And it passed inspection! 

Oh and get this. Dan (the mechanic) called me two days later to follow up and make sure that everything was ok with the car. Show me another mechanic that does that!

So I get to keep the car a few more years. Many thanks to Dan and Garage2u.",5
2607,"I personally did not do a float but I accompanied two others that did. 

They loved the experience, but I can't judge on the float itself, just the atmosphere. 

The spa itself is very clean and clear and welcoming. It has a nice fishtank, nice minimalist furnishings, is very ""zen"" and looks nice. They have a great oxygen bar/lounge room, a room for introducing their video and what float spas are, etc. The float rooms are very professional- towel/clothes racks, showers, tiles, safety pool ""rugs,"" etc. They even have a little vanity room to freshen up after you do your float. 

Steven helped us for the most part and he was extremely helpful and very nice. He is a great person to be helped by and work there. They charge for their chi machine (little massager/spine-moving thing in their community den where they do meditations, events, movies, etc) but he allowed me to use it and take advantage of the den while I was waiting for the two floaters I was with. 

They even gave us little epsom salt gift bags, event calendar and more info.


Overall, great place. 

Steven was EXCELLENT and made me feel like I should try floating next time, but didn't force it down my throat, ya know? I have anxiety and claustrophobia which is why I didn't try it with the others I was with, but he let me know different options for people like me. :)

Will definitely go back, recommend and hopefully try myself one day!",5
2608,"This place is a rarity in the used car buying arena.  My wife and I were looking for a Prius plug in, and what we happened upon through private party was extraordinarily expensive.  Through Craigslist we found Millenium Auto Network.  They are a blip of the map driving down main st. In Mesa.  They specialize in reliable Hondas and Toyotas and have a unique specialization in the Prius.  My impression from the entire experience :  They are honest , upfront and trustworthy.  We got an immediate sense of pressure free relaxation through the whole experience.  Almost like going to your favorite coffee shop or restaurant, were the owners know you personally.  No pressure whatsoever.  They put the prices so low and their financing is so good it's hard not to buy a car or truck from them.   They even replaced a couple parts that were dented and cracked under the Prius we found the next morning free of charge.  I am a great judge of people and these people are exceptional and should be the standard in the car buying business.  The owner Brad and sales manager Randy are good honest family people and I whole heartedly give them 5 stars .",5
2610,"I loved my stay at this casino, it was very kid friendly with the adventuredome and we loved the new water slide and water park area. The rooms were clean and we had no complaints there. I wish the buffet would be up to par with the hotel. But we did enjoy our stay there.",5
2611,Very professional and competitively priced.  There was hardly any wait at all.  Door works better than ever.  Thanks guys!  Absolute recommend.,5
2612,"Alfredo's Jewelry is an awesome Ma & Pa place and they have great jewelry for great prices.  They can also make just about anything!  My friend got me connected with this family owned business.  Her jewelry looks amazing!
Every time I have gone into Alfredo's they clean my jewelry :) nice bonus - no charge if you are a customer there (or even before I even became a customer).  
Great customer service and the staff there does not get commission, so you know you get honest folks who seem like they like their job :) 

I have gotten a Jewelry appraisals - very throughout and great price.  
If you don't have a family jeweler, this is the place to go!  You won't be disappointed!",5
2613,"Awesome prices for the amount of food!!! Very authentic! Nothing Tex mex going on here!!! Servers were very polite, music was good, tables were clean! I would recommend it to anyone and the menus were in English as well!",5
2617,"Bistro la Bon is nothing short of amazing.  We finally tried them during Charlotte Restaurant Week, and my first thought upon leaving was, ""What took us so long to try this place?!""  

We had their kale and beet salads to start.  Both were very good.  Next, each of us had the octopus.  That dish was absolutely outstanding.  It was both spicy and slightly sweet--served with ratatouille and a creamy sauce (sour cream based?)--and was unbelievably tender.  I'd return to BLB just for THAT dish.  

For our entrees, I had the scallops, and my husband had the filet, each a $6 upcharge.  Mine had four scallops, served with tiny croutons, hazelnuts, sliced fingerling potatoes, and a delicious sauce that tasted mushroom-based.  They were cooked perfectly, and just fantastic.  My husband's filet was also cooked to perfection, served with mashed potatoes and a little gravy.  

For dessert I had the brioche bread pudding with vanilla ice cream, and my husband had the maple ice cream.  This was the finest bread pudding I've ever had - so light and delicious, sitting on top of caramel sauce.  As big as the serving was, I cleaned my plate (sharing just a few bites with my hubby). 

Definitely try their cocktails.  My husband had the Mule, made with their homemade ginger syrup, and I had the Hemingway.  Both were amazing.

Our server, Crystal, was friendly and helpful.  As busy as they were, our dishes were delivered with perfect efficiency.  They were well-prepared for the crowd, and handled it flawlessly.

I haven't been this excited about a meal in a long time.  This is a MUST visit for locals and travelers alike.  We can't wait to return!",5
2618,"The staff is friendly and helpful. I initially worried about my older dog since she is blind, but they take very good care of her and she is all smiles and wags when I pick her up.  She jumps around happy and acts like a little puppy again!",5
2622,"Walking into Marconi's was like entering a little pocket of Miami stuck in Charlotte. Spanish tunes on the radio, Latin barbers working nonstop and a great mix of clients; Black, White, Hispanic all looking for tight fades and killer shaves.

If you're a walk-in on a busy day (like I was on Saturday) then be prepared to wait.  This place has a constant influx of regulars & appointments keeping the barber ridiculously busy with only 4 chairs in the joint. Also, in God they trust... all others pay cash. Plastic is not welcomed here.

They take their time and leave no detail overlooked. Totally worth the wait for a cut that's top notch. I wish there were more barbers like this around. Sadly, they're a rare breed in this day and age of half-assed mall store haircuts.

They got the 5th star for playing Ruben Blades ""Pedro Navaja"" which is aces in my book.",5
2624,"Been wanting a decent cheese steak, and decided to give Joe's a try. Having spent most of my life in the Philadelphia - South Jersey area, I know what a good cheese steak should taste like. When I phoned in my order, the employee immediately asked if I could hold, and proceeded to drop the phone down on the counter, and for two minutes I had the pleasure of hearing every  thing that went on in the store. The flavor of the meat was very bland, and the provolone cheese ordered could barely be tasted. The sauteed onions had bits of onion skin in them, that was totally inedible!  The best thing that could be said about the sandwich was the roll was fresh! The french fries were very soggy, and under-cooked! Never again!",1
2625,"I would highly recommend Paradise Appliances if you're looking for a brand new appliance for a great price. We were able to purchase a brand new dishwasher for the same price as one on Craig's List and it was so much more convenient. We had a very pleasant experience. The shopping process was quick and easy. We were able to pick up our dishwasher and take it home, so I can't speak to delivery or installation, but we were extremely happy with our experience and will be back the next time we find a need for appliances!",5
2628,"The place is big & has a great ambiance. I had their Porter & The Husband had their IPA & Citrus beers. All were very tasty. For food we had the cornbread & at first I was a little nervous because of the texture of it. I must say I was pleasantly surprise. It was delicious. The banana leaf pork tacos did not disappoint & I'm not a big fan of quinoa but tried my husband steak tacos & they were also great but would definitely get the pork ones again & now I want to try the other ones. I would say the charro bean were my least favorite just needed more in them. Maybe onions, tequila, & some spicy flavor but I'm use to the ones I grew up with that my friends nana makes so you be the judge....Overall this place ROCKS & I'm definitely going back & recommending it to others as their new go to Brewery!",5
2630,"Women looking for the best health care? You got it here. I went from a small infection to cancer, histeroctomy and peace of mind that I'm in the most trustful, honest, accurate, kind Ginecologysts...Special blessings to Dr. Krysten Rojas; Thank you for holding my hand all the way and even reffering me to other incredible specialists to get my treatments and check ups on time.  Yes, appoinments take time but it's worth it to wait...I mean it!",5
2634,"A Must Do while visiting Toronto.. Oh how I miss the Burger Shack. My last stint in Toronto I ate there every day of the week for 2 months. Its that good, and I was back last week, and nothing has changed. Perfection on a bun!

What can you do with a burger you say, well you can do this. Grilled burgers in their own juices on a well seasoned flat top, and an extensive condiment bar to custom build your juicy burger with, and thee best milkshakes in the known universe. I've tried to replicate their pineapple shakes many times with no luck. Check it out, it looks like a little hole in the wall and it is, but its one of the best burger joints in the world.",5
2635,"First time going yesterday since my son and his band performed for the Desert Edge Art show that was being held there. It was very nice of them to allow this at their place of business. The place has great seating and very laid back. I'll definitely be returning to try more of their drinks. I Had the Horchata Frappe which was really good! Check them out, you won't be disappointed. :)",5
2636,"I can't hardly believe it! I contacted this company because I was having one leak after another and my gardener was making it worse and kept charging me repeatedly to fix it. Well I looked on yelp and called this company. They came out the next day and fixed the problem quickly. AJ was a very polite young man and didn't try to sell me anything. He just worked hard and it was done.  Another company couldn't get out until the next week. Finally, I got more than what I paid for. I'm delighted!",5
2639,I've had the opportunity to visit both Sales and Service Depts recently and everyone I dealt with was fantastic!  Special thanks to Ed!,5
2641,"Terrible service - the service was so incredibly bad that our food never arrived.

My friends and I visited on a Friday night, looking to try the place after the much instagram hype we had seen. We were skeptical because of mixed reviews but thought, we'd give it a try. The place was half full and we thought we were in luck for a Friday night.

After placing our orders for 3 waffles, we passed the time chatting. It wasn't until we stopped chatting and noticed that 45 min had passed since we ordered. We asked for a status on our orders.

The waiter advised that they would be coming in 10 min which we replied that the table next to us had finished eating (they had arrived only a few minutes before us). 

Hilariously enough, the waitress, who had originally taken order, dropped off an order slip at our table. The slip read 9.43 pm and we realized that they had literally just put the order in. They had forgot our order. Instead of apologizing, they pretended as if it was on its way.

We got up to leave and the waitress had the nerve to ask, ""You don't want your orders?"" 

So, no review on food be can provided. However, based on the terrible service, I doubt the food quality and believe the poor reviews of their food.",1
2643,"I have been searching everywhere to get my hair and make up done for my wedding and I came across their site and decided to do a makeup and hair trial. Scheduling through the site was super easy! My artist came to my home (talk about convenience!). She was professional and friendly! She made me feel like I have known her forever! She was open to hear my ideas, but also provided great suggestions that I wouldn't have thought of myself! I can't wait to have her recreate the look on my special day!! Highly recommend!",5
2644,"One of the go to places to go to for pictures if you're visiting Toronto for the first time. I went during the night, the Toronto sign is very bold and clear and in your face. I really like how it changes colours as well. There is ice skating and there are many different places you can go to from the square. Go check it out!",5
2645,"I was a big fan of BT's Burger Joint after they opened.  My last experience will make it very difficult to return.  
The manager had part of the dining area closed for floor cleaning. Employee's were taking money, moving mop buckets around the area and then delivering food.  All this with out washing their hands.  Manager was also guilty of not washing hands between operations and food handling.
Employee working the grill, sneezed into his hands then touched cooking utensils without washing hands.
This is really a shame the management was not setting the example of food safety.  
Visit at your own risk.",1
2647,"So Davis has been remodeling lately and I love what they have done!!! Self check out lines, better produce section and prepared food are all awesome additions, but the new beverage shop is the best part of the addition!",5
2648,"the chicken parm came out piping hot and tasty. tons of good food. this is my first visit here and the garlic knots are good. i will definitely be back for lunch and dinner. i have to admit though, tony really makes the joint. there's something nice about a smile and a handshake and a really welcoming personality. great guy.",5
2650,"The worst customer service I have ever experienced.  Trailers and trucks all over the place, so I had to make a place to park.  Ended up getting cursed out by a maintenance guy.   Nice job U-haul!!!!  Will never be going back to this place again.",1
2651,"Not Just Coffee has, hands down the best cappuccino in town. And unless you tell them you're taking it to go they serve it in a proper cup with a saucer and spoon rather than a cardboard cup and plastic lid...because this isn't a freakin' McDonalds! But whether you take it to go or not, they always do a little latte art with your foam. Presentation matters. I wish more coffee places would learn that.

If coffee's not your thing, the Italian sodas are also the best around. They make them with homemade syrups that feature not the typical sugary fruit flavors, but subtle blends of fruit and herbs. What's better than strawberry? Strawberry with basil, that's what! They're always refreshing and never too sweet. The only problem is that the cappuccino is so good I can rarely bring myself to try all the other flavors of Italian soda.",5
2653,"I had two iMacs that decided to take poop at the same time.  While freaking out because of no access to the endeared interwebs, I had my wife drop the family computer over for evaluation.  Within about 3 mins, Bob (the owner) let her know that it was a hard drive malfunction.  They both called me on the phone and he gave me options, especially due to my iMac being 10 years old.  

Two days later, I personally dropped off the other one and spoke to his technician and basically the same thing happened. We agreed to have a new hard drive placed and it would be ready the same day.  He called me that afternoon letting me know it was ready, but I was too far away to get there by closing time.

Went back on that Monday morning and met Bob and went over everything and he had my computer working like a dream.  While I was waiting for them to get it all ready to go, he change the battery in my iPhone as well.

Bob and company were fabulous and I recommend them to everyone.  Thanks for the help.",5
2654,"We love this place.  My daughter can run around the picnic tables and we can bring the dog too.  Our dog enjoys hitting the nearby dog park afterwards too.  

I don't think I've had anything on the menu that I didn't like.  I like the fontina burger, the portobello mushroom sandwich with the green goddess dressing (yum), and the BBQ chicken pizza.  I also love that I can get the fresh beet salad with blue cheese in place of french fries.  I really don't have anything negative to say about it other than the drive.  We live about 45 minutes away, but still make a point of going there as often as we can.",5
2655,"My family and I  love the food, service is awesome I can't get enough of this place especially their passion fruit drink!!!! I strongly reccomend this place to anyone",5
2657,Love this place and the sweet girls who work here! Can't imagine going anywhere else!:P,5
2658,"I received a message from Bill the new general manager shortly after my review to get in touch with him so I called him back. He was very nice and extended out a sincere apology for the experience I had and wanted to know all that happened and offered to make it up to me if I come back and give them another chance. Like I said in my review, we enjoyed ourselves dancing so it was just the service that was bad so I told him I'll get back to him after I talk to my friends for our next girls night out outing as we were planning on another in a month for 2 of the girls birthdays coming up anyways. 

Well, we decided to go ahead and go to Cadillac Ranch again and Bill said he'll make sure everything goes smoothly for us and he'll treat us to champagne and appetizers on him and get us a table for the group. 

There were about 11 of us that showed up for dinner and about another 12+ who later showed up for dancing. Bill not only made sure that we had Liz our waitress who was sweet, excellent and tentative in making sure we had drinks, waters, etc throughout the whole night but he also had a security watching our tables so we were well taken care of as promised.  We definitely had the VIP red carpet treatment. You won us over and we will be returning for more girls night out in the future. Thanks again for a pleasant experience and doing all you can to making this 2nd visit an enjoyable one. My girlfriends & I all agree, you went above and beyond expectations and we were very impressed and thank you for a great fun night.",5
2660,what is it with Wendys ?  They never get the orders right. If any of the employees would smile I would die from shock.  This review applies to many of the Wendys  that I have been to. Even in Florida.  Do they train them to be rude and ignorant ?,1
2661,Excellent food! Excellent service! Babystacks is the best breakfast establishment in all of Las Vegas. The chicken fried steak is one of the best I've had in 20 years being in Las Vegas and the seasoned potatoes were very tasty. The cowboy skillet is awesome!,5
2663,Actually called Fresh Buy Market now. Love this place! Best priced produce and Asian supplies in the area. Such friendly staff!,5
2664,"I'm from Toronto and the pie here is better on my opinion.  The truffle honey is Amaze balls!

So glad I tried this place out.",5
2665,Very delicious and palatable restaurant. Definitely worth a visit! Order the lamb and also the fish!,5
2668,"We went to satisfy our taco craving. They stated its 1$ on sunday so we we went crazy. Turned out to be 3$ for the beef. We paid $50 for our night. We could have had a much better dinner elsewhere for that price. Manager said that the waitress should have told us the 'fine print'. He was too busy on the phone to address us. Needless to say, we'll never step foot in this chain again.",1
2669,"I'm not vegetarian but I tried the vegan dogs on my last visit and I think they're as good, if not better, than the meat versions!  There's no reason to get the meat ones again, definitely sticking with the plant-based versions from now on.  Thanks for the good food!",5
2670,"Love this place! I've been to several studios throughout the valley and have often felt like the other students were very advanced and the instructors expected me to keep up and rarely would stop to help me with my posture/pose. At Vibetality all of the instructors are amazing and so helpful, they make you feel very comfortable in every class and actually teach you!",5
2674,"Routine maintenance to attic AC .Ceiling damaged.Took pic and sent company.Owner very rude,disruptive.not their problem.2 days later water leak coming from AC puddling in ceiling damage area and hall ceiling light under AC.They were only one in attic.Only ones to do preventive maintenance twice per yr since installed.Told would have someone call.It was a Fri before holiday wkend.No call.I called 6p Fri and spoke w/answering service.1 hr later tech showed. Admitted their fault.Unit somehow misaligned.Wanted to charge for service call. I refused.Left w/duct insulation wet.Would have someone call following Tues.I had to follow up.Owner called.Would have someone call to schedule fixing wet insulation.Again,even though water leak their problem,ceiling damage not their problem and stated AC unit out of warranty I should have paid for Fri follow up visit to fix water problem! Never called back.I elected to have all repaired by competent company at my expense. In last 5 yrs gave them business for 2 new heating units and 3 new ac's.Never again!",1
2675,"Exemplary in every way! I reserved only about a week in advance. Despite what I later learned was their very busy schedule, they made time for loading our pod for a late afternoon. Communication throughout was prompt and clear. Ben and Brady performed the move and were courteous, efficient, and professional. The rate was more than fair considering the hassle-free experience. I recommend.",5
2676,"We ordered a regular burger, fries, & their specialty beer.

It tasted amazing!!! Would rate it as high as In n Out burger.

The only downside of this place is that it is crowded & it is hard to find seating.

Everything else... 5 stars!!",5
2677,"There are whole bunch of problems and the maintenance takes forever. Unfriendly office staff. Bad living experience. 

First they didn't clean our carpet before we moved in. Our apartment had mold in the bathroom. The elevator broke often!! We were stuck in it for AN HOUR but couldn't do anything about it. Recently, there is a pipe leak in our wall and we are sleeping in the living room everyday. They left us a hole in the wall, and chemical smell bedroom. Problems do happen because it is an old building, but if their management just show some care and do their job, I don't think it would make us feel so bad.

Anyway, if you want to live here, I would say just pray nothing happens in your apt.",1
2682,"As good as it gets. I've never had mole this good. Ever. 

The Tamal Oaxacaeno is absurd. The Tlayudas are unreal. 

Someone pinch me, I'm dreaming. 

Next time someone tries to tell you that San Diego has better Mexican food than Phoenix, remind them that La 15 y Salsas exists, and end the argument. 

As good a meal as you'll ever eat.",5
2683,"Absolutely love this park.

Basically there couldn't be much to change between parks here in town, right? Only this one feels better than others!
The playground is great, suitable for younger and older kids. The grass around it is awesome, my son run around and loved every second of it. 
The area itself is cool too, gorgeous mountain view! 
There are two sitting areas, one right next to the playground and another one next to the baseball area. 
Bottom line, if you live in the area you're a mom who's looking for a new park, this is a great place to go to.",5
2684,Can't miss with the gator bites or the gumbo. Everyone's plate around us looked like you wanted to ask for a bite. You MUST try the blue crab omelet.,5
2685,"Nothing negative to say:

Delicious carne asada, cabeza, pollo, lengua...so many reviews that only talk about JUST the carne asada. The menu is a bit more expansive than that. Minus the tripe (not a fan of it), there isn't anything on the menu I wouldn't recommend. Brought some foody friends here who know a good eat and they were very skeptical at the idea of arguably the best Mex in Phoenix being out of a truck. After some burritos and tacos, the critics were silenced. If you're in the area and you don't stop here, you are doing both yourself and your wallet a disservice.",5
2686,What a wonderful store the sales people there were so kind and helpful and I found everything I was looking for it's nice to be living close to a Macy's and the shopping center its its in or mall I should say can't wait to explore it,5
2693,Awesome place!! Speedy service!! The gentlemen that work here are nice and friendly. Definitely will come back for another latte. I Might have a hard time not getting the vanilla sugar latte again but will try something else next time..,5
2696,"This is my second time visiting this restaurant, and I must say that I admire the consistency. The carne asada was marinated and grilled to perfection and their campechano tacos tasted authentic which is something that I've been looking for in the Phoenix valley. Along with the consistency of their food, this place has a list of artisan tequilas, mezcals, and other Mexican spirits. I highly recommend grabbing a seat at the bar and asking one of the knowledgeable bartenders to give you an exploratory adventure through their premium agave spirits. If you are a connoisseur of craft spirits, you will not be disappointed. 

The price point of the tacos here represents the quality of their products as well as the phenomenal preparation. This is not the place to go if you are looking for a quick cheap taco that costs less than 2 dollars. These tacos are 3.50 each, or you can get a family style dish served on a hot plate with a side of 6 corn tortillas. I recommend the second option, because you are going to want to order more as soon as you put down the first round of tacos. The preparation time for these tacos take time, so patience is essential, but as I keep saying it will be worth every minute and penny.

The ambiance of this place is what you would expect for a hip upscale taco shop nestled in the Roosevelt community. It looks like it's a historical building that was completely gutted and renovated with a fresh wood interior. The open ceiling and floor to ceiling windows produces a warm community-like environment that makes you want to walk around to other tables and make friends. The bar is neatly organized and creates an eye-catching display of all the artisan spirits available for tasting. The exterior of the building adds to the ambiance by remaining to keep its vintage look. 

The service is exceptional. Both times I have visited I have sat at the bar. The first time I enjoyed a great mescal that was recommended. (I forget the name, but will be back to get it again.) My girlfriend got a margarita that was balanced to perfection. To eat, I first tried the carne asada tacos and immediately fell in love. I ordered a second round of carne asada and also sampled the campechano which I fell in love with as well. My girlfriend tried the Naco Torta and was more than satisfied. Naco Torta consisted of fresh, ripe avocado, tender carne asada marinated to perfection, an over medium egg, and greens all on a toasted artisan bun. After all of this food, I couldn't help but order the churros with 3 different dipping sauces. The churros were crispy on the outside with a warm fluffy, but dense inside. I personally enjoyed the chocolate dipping sauce, but it also came with a leche, and caramel sauce.

Overall I highly recommend this place to anyone in the Phoenix community. I will now be a loyal customer to this reastaurant because of the quality and consistency of the food, service and of course tequila.",5
2698,"I will not be returning here again! The service is terrible, it took two people to run run a register and one was a manager. Neither one knew what they were doing, the salad bar appeared as if it was left out over night.The pizza didn't look any better. The sweet was boiling hot and the restroom was filthy and looked and smelled as if it hadn't been cleaned in days. Don't waste your time or money here.",1
2700,"Bummed!! Tried this place twice now, after reading all these good reviews I figured my first experience must had been a fluke so I went back to give it another try... Unfortunately my second experience was even worse. This place is ran by young kids who are sweet, but very unorganized and careless. Shouting across tables in this tiny restaurant  to ask where the missing food is, and an obvious lack of professionalism, which makes their extra long wait time akward and uncomfortable. There is no music playing or anything to distract you, and sitting under bright fluorescent lights unfortunately just really adds to the akward vibe. Now the important part is, if the food was good I could care less about an akward vibe... But the food is not good. Or fresh :( My vegetables and meat tasted and looked OLD both times I visited. I really wanted to like this place and gave it a second try, hoping the second time would be better than the first. But both times I was beyond let down. If you want fresh quality ingredients,  a clean and nice vibe, this is not your spot.",1
2701,"Great food, music, atmosphere. Check out their daily specials. On lightrail.",5
2703,"Wonderful meal! The rack of lamb was perfectly cooked and so tender. The crab and scallop risotto was delicious. Started with a fab Giada's Fav antipasto. Nice Tuscany wine selection, reds were tasty. All that was left of the lemon bundt cake dessert were crumbs. This place met our expectations, a bit pricey, but worth every bite! The service was great, especially from Ron and his crew. We will be back!",5
2704,"This is a warning about this company, which seems to also be connected with MD Labs and some sort of supplement called ""The Stuff.""  It is a fraud.  How do I know?  Because, if you try to take advantage of their customer satisfaction guarantee, guess where your request for a refund goes?  That would be straight to my P.O. box.

I am not affiliated with these people whatsoever and, if you have been ripped off by them, I suggest contacting your Better Business Bureau.  I have had my current box for over three years, and as of yet they have not changed the information on their labels.  As for your refund requests, any that are sent to my box are promptly destroyed.  It is sad that you are being ripped off by this company, but it is also sad that you are gullible enough to believe their outrageous claims on their products, when if you read the fine print on the label it even admits that it's B.S. 

So, save your money and, seriously, think twice about ever falling for herbal supplement claims.  You're just throwing your money down a black hole and potentially damaging what health you may have.",1
2707,"Run to the Hash Kitchen and get yourself to the Bloody Mary Bar!! 

Great atmosphere, friendly and helpful staff, and superb food! 

Loved this place! My dad and I went for Sunday Brunch after a beautiful morning hike and it was just what we needed to re-energize! 

The Bloody Mary bar was top notch! So many choices and all so tasty! I would really go back just for endless cocktails.

I got the Huevos Rancheros Skillet and dad got Chicken and Waffles and I discovered looking around, you really can't make a bad decision! Be warned as our waiter did for us: you WILL be in a good coma after your visit!",5
2710,"This place is awesome. Been here twice now and the prices and employees are great.  

After giving your info and checking if they left you into the showroom\sales floor with a number. You can look around the very nice room's many display cases of products while waiting for your number to be called. 

The employees are all very well dressed (dress shirts, ties, vests, etc) and are very friendly and knowledgeable. Both employees I dealt with were patient and did not rush as I asked multiple questions about products. They make great suggestions about strains and variations. 

After visiting another dispensary I found the Apothecary Shoppe has great prices and much lower than the place I went across town. $12 grams versus $27 for a similar strand of bud and pre-rolls were about $6-8 cheaper here too. I'll be back for sure.",5
2712,I have salmon at least twice a week each time at a different restauarant so you can call me a salmon connoisseur. Had the salmon here for dinner. It was really good. I'd recommend it.,5
2715,"R.I.P Nosh!  We have been stopping to eat here for years and someone had the bright idea to change the sandwiches and managed to destroy what was the best turkey, bacon, Swiss sandwich in Vegas.  Also changed the coleslaw, which was delicious,  to some spicy slop.  BTW, BLT sandwiches are not supposed to be served piping hot and if you say applewood bacon on the menu it should also be on the sandwich.  Time to find a new deli in Vegas because Nosh is dead to me.",1
2716,"Amazing new French bakery recently opened in my neighborhood. Authentic down to the French pastry chef owners. 
I have not tried the crepes yet but the pastries are amazing. I plan to get through their whole menu over the Summer.",5
2717,"I have been taking my car to the Walters ever since they were located on Walnut Street, many years ago. Honest, friendly, helpful. Highly recommended.",5
2718,"Siobhan was my initial sales rep. She made everything sound good, charged me as agreed including installation and then on delivery day, they just dumped the bed on me and ran, no installation or removing of packing materials.

I phoned and was told I hadn't paid for installation. The warehouse manager was rude to begin with, but more on that in a bit. I had paid for installation and e-mailed Sam at the store, the invoice showing the charge equal to 10% of the cost of the bed shown as installation charge. Sam was not nice about it either.

The warehouse manager wanted me to pay $80 for installation - if he did me a favour and sent a freelancer to do the job that evening. He was downright insulting in the way he spoke - like I was trying to get something for nothing. His ego was apparently hurt because he was proved wrong in that I had indeed paid for delivery - so to spite me, he specifically asked the assembly guy to not touch the assembly of the bar stools and not take away any of the packing materials including those of the bed - the first was told to me by the assembly guy and the latter by EQ3 customer service!

I spoke with David at the warehouse who was much more of a gentleman. Camille at the store took over from Sam and she too was more pleasant. They have promised to clean up the old mess left behind (which my aged father and I had to cut and store in the garage) and both deliver and install my sofas coming next week with no traces of packing materials left behind, for which they initially wanted an additional $60 and another $25 to screw in the legs of the sofa despite the sales invoice having these included.

I have cancelled the coffee table order I placed with Guenet subsequently, as I never want to deal with these people again.

Siobhan never spoke with me or returned my phone calls throughout the process, as these salespeople don't want to face the music after they have promised something and not delivered. While I don't play games, I do know how these people play the game. They can't always be busy with customers to not be able to come to the phone or return calls.

I would rather go to UpCountry nearby the King Street EQ3 store.",1
2720,"Never crowded, always fashionable facilities. I love coming to the gym now. They validate parking for two hours and are in the same building as whole foods. Basically perfect.",5
2721,"There was nothing bad about our recent trip to Montys,   Driving home from skiing decided to off the beaten path, tired of bad chain restaurants.   So glad we did.   Started off with Bloody Mary's while we waited for a table.  We had a group of 10 and it was a little cramped while waiting, but drink in hand-so who cares?!   I ordered the burger and fries,  excellent.   Melted cheddar in top.   Hubby ordered the meat loaf stack- he cleaned his plate.  Several of the others ordered Mac and cheese and milk shakes!   I had no idea they were so large,  you may want to consider sharing a milk shake, seriously enormous.   Friendly service,  excellent food!",5
2722,"Getting a massage at the Ritz-Carlton was an amazing and luxurious experience. I came to my massage very early to enjoy the facilities (mostly the pool and jacuzzi). There are waiting rooms where you can read a magazine, enjoy the fruit, and have some tea (it was so good that I ordered some later). The bathrooms have lockers and lots of toiletries. There are many products from Clarins that you can sample. For my massage, I ordered a 90-min deep tissue massage, plus an additional 15 minutes of the foot ritual. The massage therapist was excellent, and even showed me particular stretches for helping to remove muscle tension at the end. The deep tissue massage can be painful, and is meant to be more therapeutic, so try something else if you are aiming more for relaxation (i.e. hot stone massage).",5
2723,"I moved into this complex last year, and it's been an amazing experience. It's a small grouping of townhome apartments, and it's smack dab in the middle of the entire Arrowhead area. The front office folks are very nice, and service requests are all handled quickly. It's also nice to have a garage, although they are honestly a necessity as the main downside to this complex is a distinct lack of visitor parking. Putting my car in the garage frees up my driveway for one visitor, but the public parking beyond that is close to nonexistent.

I honestly have had no problems here. I needed a place to stay and save up some money towards a down payment on my own home for a year, and Bella Vista fit that bill very nicely. I would recommend it highly to anybody searching for an apartment.",5
2724,"Horrible experience, the staff was extremely rude, couldn't even ask for a pitcher of water without an eye roll. NEVER going back!!",1
2726,Another fabulous dinner. Great service. I don't even utilize the outstanding salad bar. I do love the potatoes au gratin and lobster bisque.,5
2727,I LOVE Veltre's! The pizza is always so good and we can't go there without getting some Italian dogs to take home. Never had a bad meal and I highly recommend them!,5
